"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 19 17:22:48 GMT 2023","Mon Jun 19 17:22:48 GMT 2023","1","tests","test_crud_methods","","","","test_xxx_will_pass",""
"passed","Mon Jun 19 17:22:45 GMT 2023","Mon Jun 19 17:22:45 GMT 2023","325","tests","test_brands_microservice","TestBrandsMicroservice","","","test_015_negative_reject_insufficient_permission_delete[customer@practicesoftwaretesting.com]","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
"passed","Mon Jun 19 17:22:46 GMT 2023","Mon Jun 19 17:22:47 GMT 2023","316","tests","test_crud_methods","","","","test_02_post_brand",""
"passed","Mon Jun 19 17:22:39 GMT 2023","Mon Jun 19 17:22:39 GMT 2023","307","tests","test_brands_microservice","TestBrandsMicroservice","","","test_005_negative_delete_not_existing_brand[token0]","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
"failed","Mon Jun 19 17:22:42 GMT 2023","Mon Jun 19 17:22:43 GMT 2023","324","tests","test_brands_microservice","TestBrandsMicroservice","","","test_010_destructive_create_brand_with_incorrect_payload","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
"passed","Mon Jun 19 17:22:34 GMT 2023","Mon Jun 19 17:22:35 GMT 2023","651","tests","test_brands_microservice","TestBrandsMicroservice","","","test_001_positive_get_brands","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
"passed","Mon Jun 19 17:22:48 GMT 2023","Mon Jun 19 17:22:48 GMT 2023","613","tests","test_crud_methods","","","","test_004_delete_brand[token0]",""
"passed","Mon Jun 19 17:22:46 GMT 2023","Mon Jun 19 17:22:46 GMT 2023","299","tests","test_crud_methods","","","","test_01_get_brands",""
"passed","Mon Jun 19 17:22:42 GMT 2023","Mon Jun 19 17:22:42 GMT 2023","327","tests","test_brands_microservice","TestBrandsMicroservice","","","test_009_negative_perform_delete_on_search_endpoint","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
"passed","Mon Jun 19 17:22:37 GMT 2023","Mon Jun 19 17:22:38 GMT 2023","318","tests","test_brands_microservice","TestBrandsMicroservice","","","test_004_negative_post_brand_with_existing_name_and_brand","
Test type: Positive and Negative

Test microservice: Brands

Test description: Suite is responsible for verifying proper functionality for /brands microservice.

Endpoint: GET /brands
Description: This endpoint allows you to retrieve a list of brands from the system. The response contains detailed
information about each brand, such as name, identifier (ID) and other brand-related data. This is useful for displaying
the list of brands in the user interface or other operations that require access to brand information.

Endpoint: POST /brands Description: This endpoint allows you to add a new brand to the system. It requires the 
submission of brand data, such as name and other related information. Once the brand is successfully created, 
the response contains the identifier (ID) of the created brand and other details.

Endpoint: GET /brands/{id}
Description: This endpoint allows you to retrieve detailed information about a specific brand based on its identifier
(ID). It returns all available brand data, such as name, ID and other related information.

Endpoint: PUT /brands/{id}
Description: This endpoint allows updating the data of a specific brand based on its identifier (ID). It requires the
updated brand data to be passed, which will be applied to the existing brand information. After a successful update,
the response contains the updated brand details.

Endpoint: DELETE /brands/{id}
Description: This endpoint allows you to delete a specific brand based on its identifier (ID). After successful
deletion, the response confirms the deletion operation.
"
